file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000045_000000000054.dimacs;0.02;54;9;6;7;1;OK;OK;0;
1-random/000045_000000000270.dimacs;0.01;270;291;39;43;1;OK;OK;0;
1-random/000050_000000000060.dimacs;0.00;60;13;9;11;1;OK;OK;0;
1-random/000050_000000000300.dimacs;0.02;300;339;46;51;1;OK;OK;0;
1-random/000055_000000000066.dimacs;0.00;66;14;8;10;1;OK;OK;0;
1-random/000055_000000000330.dimacs;0.00;330;399;48;50;1;OK;OK;0;
1-random/000060_000000000072.dimacs;0.00;72;13;10;12;1;OK;OK;0;
1-random/000060_000000000360.dimacs;0.02;360;436;50;53;1;OK;OK;0;
1-random/000065_000000000078.dimacs;0.00;78;20;11;12;1;OK;OK;0;
1-random/000065_000000000390.dimacs;0.00;390;547;59;61;1;OK;OK;0;
1-random/000070_000000000084.dimacs;0.01;84;21;12;13;1;OK;OK;0;
1-random/000070_000000000420.dimacs;0.02;420;539;60;65;1;OK;OK;0;
1-random/000075_000000000090.dimacs;0.00;90;33;13;16;1;OK;OK;0;
1-random/000075_000000000450.dimacs;0.01;450;682;68;74;1;OK;OK;0;
1-random/000080_000000000096.dimacs;0.00;96;24;13;30;1;OK;OK;0;
1-random/000080_000000000480.dimacs;0.01;480;777;73;81;1;OK;OK;0;
1-random/000085_000000000102.dimacs;0.01;102;36;16;19;1;OK;OK;0;
1-random/000085_000000000510.dimacs;0.01;510;843;76;79;1;OK;OK;0;
1-random/000090_000000000108.dimacs;0.01;108;38;17;38;1;OK;OK;0;
1-random/000090_000000000540.dimacs;0.01;540;825;78;84;1;OK;OK;0;
1-random/000095_000000000114.dimacs;0.00;114;46;18;21;1;OK;OK;0;
1-random/000095_000000000570.dimacs;0.00;570;1022;86;92;1;OK;OK;0;
1-random/000100_000000000120.dimacs;0.01;120;51;20;24;1;OK;OK;0;
1-random/000100_000000000600.dimacs;0.02;600;1151;95;98;1;OK;OK;0;
1-random/000200_000000000240.dimacs;0.00;240;166;38;42;1;OK;OK;0;
1-random/000200_000000001200.dimacs;0.04;1200;4537;194;202;1;OK;OK;0;
1-random/000300_000000000360.dimacs;0.01;360;387;58;68;1;OK;OK;0;
1-random/000300_000000001800.dimacs;0.09;1800;11129;296;299;1;OK;OK;0;
1-random/000400_000000000480.dimacs;0.00;480;552;78;88;1;OK;OK;0;
1-random/000400_000000002400.dimacs;0.11;2400;18594;392;394;1;OK;OK;0;
1-random/000500_000000000600.dimacs;0.01;600;1271;100;108;1;OK;OK;0;
1-random/000500_000000003000.dimacs;0.17;3000;30730;498;507;1;OK;OK;0;
1-random/000600_000000000720.dimacs;0.03;720;1694;119;126;1;OK;OK;0;
1-random/000600_000000003600.dimacs;0.25;3600;43303;593;599;1;OK;OK;0;
1-random/000700_000000000840.dimacs;0.02;840;2395;140;142;1;OK;OK;0;
1-random/000700_000000004200.dimacs;0.30;4200;58018;692;699;1;OK;OK;0;
1-random/000800_000000000960.dimacs;0.03;960;3292;160;166;1;OK;OK;0;
1-random/000800_000000004800.dimacs;0.42;4800;75159;795;805;1;OK;OK;0;
1-random/000900_000000001080.dimacs;0.04;1080;3671;180;187;1;OK;OK;0;
1-random/000900_000000005400.dimacs;0.61;5400;96355;892;903;1;OK;OK;0;
1-random/001000_000000001200.dimacs;0.04;1200;4388;199;205;1;OK;OK;0;
1-random/001000_000000006000.dimacs;0.71;6000;116702;989;994;1;OK;OK;0;
3-medium-sized/vc001.dimacs;;6160;40207;0;;0;;;;
3-medium-sized/vc003.dimacs;41.83;60541;48418;12190;12191;1;OK;OK;0;
3-medium-sized/vc005.dimacs;;200;798;0;;0;;;;
3-medium-sized/vc007.dimacs;;8794;10121;0;;0;;;;
3-medium-sized/vc009.dimacs;;38452;174645;0;;0;;;;
3-medium-sized/vc011.dimacs;;9875;25973;0;;0;;;;
3-medium-sized/vc013.dimacs;23.70;45307;36697;8610;8611;1;OK;OK;0;
3-medium-sized/vc015.dimacs;34.02;53610;42940;10670;10671;1;OK;OK;0;
3-medium-sized/vc017.dimacs;;23541;34233;0;;0;;;;
3-medium-sized/vc019.dimacs;;200;862;0;;0;;;;
3-medium-sized/vc021.dimacs;7.46;24765;19655;5110;5111;1;OK;OK;0;
3-medium-sized/vc023.dimacs;;27717;133665;0;;0;;;;
3-medium-sized/vc025.dimacs;6.62;23194;18295;4899;4900;1;OK;OK;0;
3-medium-sized/vc027.dimacs;50.76;65866;52435;13431;13432;1;OK;OK;0;
3-medium-sized/vc029.dimacs;;13431;16234;0;;0;;;;
